,auroc_TWF,auroc_TWF,auroc_OSF,auroc_OSF,wear_r2,wear_r2
,mean,std,mean,std,mean,std
config,,,,,,
CausalTransformer (final config),0.9586286387494252,0.015617346219359774,0.9321282203990469,0.012845427484512955,0.87162567426761,0.0041147665982408255
GradientBoosting,0.9548777590605941,0.005467013448452075,0.8983929911165809,0.03485718901631921,0.8501036076631123,0.03518818887708132
RandomForest,0.9121935730950969,0.04644072387933923,0.8772873361246847,0.049191313732497084,0.85519620379637,0.03914605926848064
